order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
911ac4b6a3d83be295853192aa63fbaa,4a9a0fbfec7f28adc3a7ab9ef3bdef08,delivered,2017-10-07 20:37:26,2017-10-07 20:49:32,2017-10-10 13:03:58,2017-10-11 19:28:53,2017-10-25 00:00:00
d8cac70bba1a4ab6937ceaf9c2679c20,7aa3343466ae7796dc4e7db6a7e3e726,delivered,2017-10-07 00:16:57,2017-10-07 00:44:38,2017-10-20 13:00:07,2017-10-27 16:43:36,2017-11-27 00:00:00
517b4b7e7f723df3693ae71473078d73,13c14842e78da8bb1e408509619f291f,delivered,2017-10-07 06:49:55,2017-10-07 07:04:33,2017-10-13 15:35:49,2017-10-26 17:10:10,2017-11-14 00:00:00
053fdca16d1f69bd52f908f070a19049,f90389504400442cf00ae1b04e8280a9,delivered,2017-10-07 13:59:13,2017-10-07 14:07:24,2017-10-09 20:43:04,2017-10-17 22:34:18,2017-11-03 00:00:00
72c061dd658608d47b290082ddbb976d,a16c7e7bd772bc541be94b7a25c1a906,delivered,2017-10-07 10:38:35,2017-10-07 10:49:22,2017-10-09 20:22:13,2017-10-13 17:04:02,2017-10-25 00:00:00
23b757203bd90a6deafcd069bdcb1fde,a5e1ac55465102e83e7ab0fa7e6b777a,delivered,2017-10-07 10:55:54,2017-10-10 03:56:15,2017-10-10 17:39:58,2017-10-13 19:24:46,2017-10-25 00:00:00
4317fe882d992cda2fb3d51baeb2751c,fe3a61bdb29c2b230185ba088ac71486,unavailable,2017-10-07 11:51:46,2017-10-07 12:07:44,,,2017-11-08 00:00:00
c202b43b446af71cf281f8d5e0bab42e,6bece35cd8a5c807a7046aa864977e83,delivered,2017-10-07 11:23:17,2017-10-10 06:34:15,2017-10-11 19:44:01,2017-10-18 20:39:58,2017-11-07 00:00:00
af5bd9a6ec17e248b6a9ad2c0f528acc,0e0ad90f0fe129ed348defc9dd234105,delivered,2017-10-07 23:26:03,2017-10-07 23:42:11,2017-10-09 15:33:10,2017-10-20 15:55:53,2017-11-01 00:00:00
bd0ece9767b9088d339d9f68ed6a4738,baf6ad0e2d1f7703ffa952b94ace7f81,delivered,2017-10-07 19:25:21,2017-10-07 19:49:59,2017-10-10 18:08:13,2017-10-20 20:33:48,2017-11-08 00:00:00
1ed6e841e1074b772338730aad5285bb,d068991076871fb85b421422d6b1a5ab,delivered,2017-10-07 20:43:38,2017-10-07 20:56:30,2017-10-11 19:05:25,2017-10-23 17:19:04,2017-11-08 00:00:00
2992972c3d2aff1e457a1b320c51e278,26274565e2cd51d9125dbc6569713355,delivered,2017-10-07 21:25:21,2017-10-07 21:44:31,2017-10-09 15:48:42,2017-10-14 00:12:06,2017-11-06 00:00:00
9dd1d19c4558ecb8601dd0305c30cec0,50f2efb2a5ba41f1b0c67ddb1daf86eb,delivered,2017-10-07 19:27:08,2017-10-07 19:50:03,2017-10-09 18:52:56,2017-10-17 21:08:04,2017-11-08 00:00:00
a73bd3df7636cc65bc93f7a84d0ffb7f,da58212788fdcf3cef308aa916402b34,delivered,2017-10-07 20:58:11,2017-10-10 03:49:34,2017-10-20 16:29:30,2017-10-24 19:39:42,2017-10-25 00:00:00
11a796cad7c6b05637304fc15b8cb488,25b3d4b49c71c69c6066da8886cdb3b2,delivered,2017-10-07 14:34:55,2017-10-07 14:49:19,2017-10-10 22:13:59,2017-10-20 15:53:52,2017-11-01 00:00:00
