order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
e911951b98ae5dba91085dd2bfc69ccb,1,boleto,1,159.14,2017-05-22 16:11:48,2017-05-22,16
80b9515e62b3dcb4da3c324967e6af86,1,credit_card,4,78.48,2017-05-22 16:16:13,2017-05-22,16
9b5be2b2b32aab3c2d528cef27f8d6db,1,credit_card,6,69.99,2017-05-22 16:41:50,2017-05-22,16
474a5a5d176b5d84afe62cdfa7d69dd9,1,credit_card,10,1035.03,2017-05-22 16:17:30,2017-05-22,16
1fe59b7c4d7a5015c3c73464f4d2e719,1,credit_card,2,39.1,2017-05-22 16:30:28,2017-05-22,16
0bbed493fd86aa835b13d1ff5ad91928,1,credit_card,2,44.69,2017-05-22 16:41:52,2017-05-22,16
d8c65cae037f8f9a93e2a53c54357a21,1,credit_card,4,42.63,2017-05-22 16:32:00,2017-05-22,16
987a7513457d44ffc8432ee81ea324a0,1,credit_card,10,220.19,2017-05-22 16:44:11,2017-05-22,16
bbf2756e70a99d07183bcd6fb9ef80f4,1,credit_card,10,472.63,2017-05-22 16:50:58,2017-05-22,16
cd9ef363164449df0bf374f87fa1b1de,1,credit_card,1,64.99,2017-05-22 16:29:35,2017-05-22,16
