order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
1d067305b599c1e0dceb3864056ea527,0489975a325480c9e385e9f135bb13c3,delivered,2018-02-14 13:05:17,2018-02-14 13:15:38,2018-02-20 20:12:57,2018-03-09 21:52:36,2018-03-09 00:00:00
275950acf4956dfc3d23514eb61f1d9b,b8c5e65ce798bc0c841638ea0960093b,delivered,2018-02-14 16:38:58,2018-02-14 16:50:37,2018-02-20 19:54:53,2018-02-27 13:39:14,2018-03-07 00:00:00
08d70627d548cd883ac394cc5da92d87,05de5898b9da9365b1823e7fd23700c1,delivered,2018-02-14 17:35:53,2018-02-14 17:50:25,2018-02-15 20:34:07,2018-02-23 01:09:17,2018-03-14 00:00:00
cdf2839409d0f62e2b2e61b62b72dc16,852947b57caab58c544343592f5e06d2,delivered,2018-02-14 10:26:22,2018-02-15 04:07:36,2018-02-15 22:08:06,2018-02-26 15:27:06,2018-03-08 00:00:00
fa9832914e7afeaf41fc9fbda5ca335f,b71fef05a7e2a9b61b51d713c151cf6c,delivered,2018-02-14 20:48:53,2018-02-14 21:07:27,2018-02-15 19:13:10,2018-02-27 13:35:41,2018-03-06 00:00:00
ba6293d68e1fb59ee455806a8ef6d651,545b9a267af9ba134305649a5a51af74,delivered,2018-02-14 10:48:33,2018-02-15 10:47:54,2018-02-16 22:25:02,2018-02-23 21:23:45,2018-03-07 00:00:00
f197897366a10204e289606b4838ea3c,b7aeb0ea3110edb266582312f6a00ce0,delivered,2018-02-14 17:51:38,2018-02-14 18:08:21,2018-02-15 13:28:28,2018-02-20 14:51:53,2018-03-07 00:00:00
efd3e6079ebd4d192d41aa488cbc1757,32057ee964e8c08387a897d367b0777d,delivered,2018-02-14 22:40:28,2018-02-16 14:31:07,2018-02-20 12:08:49,2018-02-26 23:59:10,2018-03-13 00:00:00
7bb63f3e1c995473fbe6450a65fd8cfe,b23e3f110598a3783b8bf7cf6e342d31,delivered,2018-02-14 17:16:33,2018-02-14 17:30:34,2018-02-15 20:09:23,2018-02-16 19:59:02,2018-02-26 00:00:00
6b4063646aa51aca70fd0c745ded2155,f010f1ad40cdde76194f3c124c532db2,delivered,2018-02-14 00:16:24,2018-02-14 00:30:25,2018-02-14 23:28:46,2018-02-16 23:03:40,2018-02-26 00:00:00
885cf064fa6aacca6acb757119e01287,1195059ff946475e0a67380b989ebd21,delivered,2018-02-14 19:38:45,2018-02-14 19:50:22,2018-02-16 15:09:13,2018-02-27 19:28:39,2018-03-07 00:00:00
d6612c0b5c2faff1e61d05c65f643f2d,c51149c8c797129a3b95a29b17390323,delivered,2018-02-14 13:48:55,2018-02-15 17:10:30,2018-02-19 23:52:35,2018-02-28 18:47:41,2018-03-14 00:00:00
e358b1e356a4242ef1e60c1a8e8068a8,7c5aa65f196613f9635005324fe91048,delivered,2018-02-14 21:52:16,2018-02-15 00:31:34,2018-02-16 03:13:36,2018-03-03 08:59:06,2018-03-13 00:00:00
6cd62576e07ee4e0d114e65358f5d503,adedcf3136a3eef7b9c2a65d778c72c2,delivered,2018-02-14 11:40:41,2018-02-14 11:55:23,2018-02-21 20:58:58,2018-02-22 21:10:00,2018-03-01 00:00:00
fb9dfd220475cb09f9902b297309db9b,a068602cedd0771887f43fce7f02b536,delivered,2018-02-14 21:13:12,2018-02-15 03:51:03,2018-02-16 11:05:40,2018-02-19 21:04:16,2018-03-01 00:00:00
278b7931248401487747dd5edf32a710,b2f009e2540dd1f41f2cd6550330fc8e,delivered,2018-02-14 13:38:33,2018-02-15 09:55:45,2018-02-19 22:08:55,2018-03-07 22:48:42,2018-03-13 00:00:00
296a93c03580ee2cd6d1c20346191d6b,598f6ea65e0d55d010f88b0093381db5,delivered,2018-02-14 11:37:43,2018-02-14 11:50:30,2018-02-14 22:33:20,2018-02-27 11:22:54,2018-03-13 00:00:00
b5c372b6166768fd040afdb4f18a4b4a,320567e24f1b4c7c15f405f9f4923715,delivered,2018-02-14 17:42:43,2018-02-14 17:56:10,2018-02-16 12:35:36,2018-02-26 19:24:05,2018-03-06 00:00:00
43f08913407cac4e74a898d968e58c1a,fff7466a253c0e59499ea943462c10f9,delivered,2018-02-14 13:22:12,2018-02-15 04:11:01,2018-02-15 18:55:13,2018-02-19 19:44:52,2018-03-07 00:00:00
0da1e80855b93d954fd8f95c571cb191,55dacd547a813a182aa5c6033382abf8,delivered,2018-02-14 10:14:46,2018-02-14 10:27:19,2018-02-15 17:45:55,2018-03-20 18:56:24,2018-03-12 00:00:00
5f2a1ec22eca170ab81c30ad2ba13a23,e762c1890611291154089b0ca74c0010,delivered,2018-02-14 12:04:23,2018-02-14 12:40:21,2018-02-14 21:54:44,2018-03-06 02:18:03,2018-03-08 00:00:00
09cbc615350e91dae35a37b78994c91f,fa336269827b24251d7e6c26e09ee32d,delivered,2018-02-14 20:26:13,2018-02-14 20:35:35,2018-02-16 23:19:08,2018-02-27 18:10:08,2018-03-06 00:00:00
7edc3ed94401904fd169923dd2ba3ecb,9733f3332e2c91eb2270b54c9bbf7685,delivered,2018-02-14 20:22:15,2018-02-14 20:30:37,2018-02-16 01:35:22,2018-02-20 19:52:15,2018-03-08 00:00:00
a8bbc485329f055ce3addabfbf8d4f86,2e661a1348e46a3a18291240f6e1fa8e,delivered,2018-02-14 12:23:07,2018-02-14 12:35:31,2018-02-14 21:41:43,2018-03-02 20:52:28,2018-03-15 00:00:00
374bd3371c572eff1218edb0eb68cb96,17df09c17e859d9c328292bf6444ba9c,canceled,2018-02-14 03:35:04,2018-02-14 03:50:30,,,2018-03-14 00:00:00
ad703ca6534f1d88a4b1f42a63b44413,42c38d746d678fa66ec2a2fdb9c84d8f,delivered,2018-02-14 14:50:08,2018-02-14 15:08:19,2018-02-19 20:05:17,2018-02-26 14:47:11,2018-03-07 00:00:00
4797a73f61aa08ea719cddf0337af350,f771d9c0bb8328bbe1a7492c7efc0654,delivered,2018-02-14 09:45:19,2018-02-14 10:47:22,2018-02-14 19:07:47,2018-02-23 18:22:17,2018-03-06 00:00:00
df2afb0d21253af8ac80fefed51bb52e,ed93f7feec62e5f10f7ec73d683e0f64,delivered,2018-02-14 20:38:27,2018-02-14 20:47:28,2018-02-16 02:54:56,2018-03-08 23:42:27,2018-03-19 00:00:00
d8873bf094241e89baf8a0c73abe55d8,9d9cea6c5a4388d7800b29d5aa07c72c,delivered,2018-02-14 15:35:45,2018-02-14 15:50:41,2018-02-19 23:35:39,2018-03-01 23:14:41,2018-03-07 00:00:00
7bac1567c0592387d6b83a189f7d25ef,4a5642b29f7d0885758928dc7ec35909,delivered,2018-02-14 17:25:43,2018-02-14 17:35:32,2018-02-21 20:27:15,2018-03-14 18:51:44,2018-03-16 00:00:00
86910652898666a37fe407a7a92bc785,f2b2cad75b692e1090c1673804215cba,delivered,2018-02-14 22:24:28,2018-02-16 14:32:11,2018-02-16 22:37:17,2018-03-02 21:16:59,2018-03-12 00:00:00
ec65cd1d5b4b03d3d03e655f546d092a,ce516dd122ea7a60a3f1a76b6153e125,delivered,2018-02-14 16:44:29,2018-02-14 16:55:53,2018-02-19 19:21:50,2018-03-08 12:58:10,2018-03-13 00:00:00
749d73f14d7f582a7c7b12894d552da2,e265a180914056bc0152a2c2bf86721d,shipped,2018-02-14 13:28:09,2018-02-14 13:47:35,2018-02-15 21:34:42,,2018-03-07 00:00:00
dae94a5945b5feabdfe04e2ae8d3d3bf,d976b7f96ffd6afe91ee9f725d70ed19,delivered,2018-02-14 11:26:08,2018-02-14 11:47:34,2018-02-16 00:52:07,2018-03-02 23:14:22,2018-03-09 00:00:00
9baba2001be25ff76212cddad73139de,346a1210995a24e531bfeccd3d9d3684,delivered,2018-02-14 21:38:17,2018-02-14 21:50:26,2018-02-16 21:22:26,2018-03-29 21:06:03,2018-03-14 00:00:00
91e0d368c8f5eafada0d1ad09395698b,2dfe1da1d0d6c244dd20a0dd41d88516,delivered,2018-02-14 19:50:41,2018-02-14 20:07:21,2018-02-16 19:42:03,2018-02-19 20:43:06,2018-02-26 00:00:00
a7798126c7238a769777af04c3d19e71,4213d56a7812724b33d83ec2c5bc169c,delivered,2018-02-14 08:50:48,2018-02-14 09:07:52,2018-02-16 00:11:59,2018-02-27 21:04:35,2018-03-08 00:00:00
1b20ddca2df7b609d3847389ab9dae74,6fcf97197c5a7f107a6057e93247bff0,delivered,2018-02-14 14:37:42,2018-02-14 14:48:00,2018-02-19 16:14:13,2018-03-02 14:16:47,2018-03-09 00:00:00
ea8458d25568c5313d501ba2b21c68f0,897ed9ba7466250d5fbe3a8e6bc311a1,delivered,2018-02-14 14:41:04,2018-02-14 15:08:10,2018-02-15 20:37:08,2018-02-17 18:08:04,2018-03-01 00:00:00
67d53222525b2b5b1e913487b953e2db,a78a279f5cf0cf0f217505c4fe856432,delivered,2018-02-14 22:36:40,2018-02-16 14:29:50,2018-02-15 19:25:54,2018-02-28 23:58:37,2018-03-15 00:00:00
79164f97a0f684659f0881551ed73a2e,f50f74cdbbcd7aa7c75b1674ae919c15,delivered,2018-02-14 17:39:50,2018-02-15 03:50:58,2018-02-15 20:21:41,2018-03-13 23:03:32,2018-03-13 00:00:00
d93de78534604415426f7206d1b8f641,0d6e79224f6c950f2fbf5642cec14cd7,delivered,2018-02-14 11:45:21,2018-02-14 11:55:30,2018-02-16 22:56:37,2018-02-28 20:11:31,2018-03-07 00:00:00
