order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
3f9cb2aa22528f88dafc9323f6925f09,1,credit_card,1,51.44,2018-06-18 14:05:16,2018-06-18,14
a5bc722e653d42e3c7e1404d4779f19d,1,credit_card,9,951.61,2018-06-18 14:07:12,2018-06-18,14
fb025feb5409d5d084e05d995c0e0e7c,1,credit_card,1,76.74,2018-06-18 14:45:36,2018-06-18,14
1dbda1500ea9a7d9fcb18e54bfc725e2,1,credit_card,1,98.33,2018-06-18 14:18:00,2018-06-18,14
825318ce17c91088b4b6a3ece5aa5222,1,credit_card,8,347.31,2018-06-18 14:46:06,2018-06-18,14
67295f84fa8af9e57a89d851ccd9cec9,1,boleto,1,85.65,2018-06-18 14:19:46,2018-06-18,14
542e3cb5f8f6657a8822ad52a57552ed,1,boleto,1,226.66,2018-06-18 14:42:50,2018-06-18,14
777f0ad29bd0edbbc5d6310b898685d7,1,credit_card,1,264.38,2018-06-18 14:47:44,2018-06-18,14
ab668aaea7f0e48e485474b11f44c582,1,credit_card,4,189.26,2018-06-18 14:53:05,2018-06-18,14
21fee944dcb6831cf34d4e387e32f3a0,1,credit_card,4,88.71,2018-06-18 14:02:53,2018-06-18,14
1388e91d7d43769d6bd71f89a48a2929,1,credit_card,10,126.55,2018-06-18 14:04:50,2018-06-18,14
a4244008bc97ae9cdc3807237fa83229,1,credit_card,8,643.33,2018-06-18 14:28:22,2018-06-18,14
8e3da817420d855917c40e1b7e2cd84e,1,credit_card,3,61.38,2018-06-18 14:31:39,2018-06-18,14
1569f45f1967955e8e1a6bfd41e6f47e,1,credit_card,1,52.13,2018-06-18 14:17:57,2018-06-18,14
431478a35228bb7816df8336af000672,1,credit_card,2,110.3,2018-06-18 14:16:04,2018-06-18,14
7665a43dfebf16e330953e78ebc5a259,1,credit_card,1,48.89,2018-06-18 14:26:08,2018-06-18,14
0fa2c93bbfbce2c287bb56660c3998e3,1,credit_card,3,159.62,2018-06-18 14:54:21,2018-06-18,14
71284044cb3bff0706dff7234e8c4e89,1,credit_card,1,108.88,2018-06-18 14:17:06,2018-06-18,14
