order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
53035288acc866ee15423b4293722b46,1,credit_card,1,375.74,2018-01-19 09:43:55,2018-01-19,9
8df5cf9e272e804f5330340384db94d6,1,credit_card,3,165.24,2018-01-19 09:30:05,2018-01-19,9
7cb0e189a22c83ad1be22c76d4f45538,1,credit_card,1,42.41,2018-01-19 09:53:11,2018-01-19,9
aa3d230ecbebaa35cea8fe4c24739dbc,1,credit_card,1,69.71,2018-01-19 09:29:34,2018-01-19,9
1f8f107ec282753323eb8c093b00767c,1,boleto,1,65.0,2018-01-19 09:07:53,2018-01-19,9
5f06c417723455e7b8476bfe7c312bd5,1,credit_card,10,146.46,2018-01-19 09:39:30,2018-01-19,9
d70611b8e23ca3e2ad56889d3144c086,1,debit_card,1,71.62,2018-01-19 09:50:58,2018-01-19,9
4ef04edb491b8cc23eabe782ced6715c,1,credit_card,1,84.24,2018-01-19 09:51:37,2018-01-19,9
ee950b52f88b7665e4c1beda95b03b78,1,boleto,1,283.61,2018-01-19 09:38:37,2018-01-19,9
88dc98a18a69037c35842524a4b9a058,1,credit_card,4,93.28,2018-01-19 09:00:55,2018-01-19,9
528bf700039fc9dd2e7261dd7b7ed92a,1,credit_card,10,172.84,2018-01-19 09:46:52,2018-01-19,9
cae09e797a12dd266a6b4ef0a4185910,1,credit_card,5,56.08,2018-01-19 09:36:02,2018-01-19,9
b4041542e5f602fe3d4f9f11dfcf709f,1,credit_card,4,42.09,2018-01-19 09:07:53,2018-01-19,9
5f9c456bbb57754ed7f95c12c8f759f5,1,credit_card,2,92.29,2018-01-19 09:08:27,2018-01-19,9
db06ef65b157c381358ccccdfa3d1aea,1,debit_card,1,165.96,2018-01-19 09:19:07,2018-01-19,9
