order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
8b1a95230c9ecbd01c91b80ba1f99a32,1,credit_card,1,109.47,2018-04-20 15:03:40,2018-04-20,15
66b28b67d37eb8809a5cf1cc3ceb8310,2,debit_card,1,171.64,2018-04-20 15:41:57,2018-04-20,15
fcbf4f4ef049367f9f85af94ed3b6010,1,credit_card,3,38.29,2018-04-20 15:11:15,2018-04-20,15
ced9d48cd170ccf0a762bf379b4723fc,1,credit_card,2,76.39,2018-04-20 15:52:59,2018-04-20,15
11433594967d07f9ed0b30827fd35385,2,credit_card,4,205.0,2018-04-20 15:36:47,2018-04-20,15
9a6327d5a077984fa3e3c659a24e7915,1,debit_card,1,29.74,2018-04-20 15:30:13,2018-04-20,15
8bfa83be33530ae82398716e67a2943f,1,credit_card,4,148.16,2018-04-20 15:41:54,2018-04-20,15
3d366c0511565a8ddf3cbeaaba174193,1,credit_card,3,349.12,2018-04-20 15:36:52,2018-04-20,15
a9c3f5f3721d134e94565756f8a60ef0,1,boleto,1,48.22,2018-04-20 15:31:00,2018-04-20,15
ae93587d71bc1659fcc7614e6f4dddfa,1,boleto,1,227.12,2018-04-20 15:15:29,2018-04-20,15
d15a4c4d1426b7275d538063d8fe4c6a,1,credit_card,4,308.28,2018-04-20 15:45:31,2018-04-20,15
11433594967d07f9ed0b30827fd35385,1,credit_card,3,180.02,2018-04-20 15:36:47,2018-04-20,15
32cfd413ea0c915a211233c47b4e4de6,1,debit_card,1,45.22,2018-04-20 15:12:47,2018-04-20,15
d04757c9594f6b1953682f34c0b1086c,1,credit_card,2,116.46,2018-04-20 15:12:39,2018-04-20,15
98b3b28db55c9f6e365c56f05004d3b5,1,credit_card,3,113.55,2018-04-20 15:06:49,2018-04-20,15
