order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
9e85d73b2a693e5b6dcf56ef2d00d181,1,credit_card,2,126.57,2017-12-03 13:47:49,2017-12-03,13
d75c7f835d8202b5b66fc2c1d4e3b3ea,1,credit_card,4,282.65,2017-12-03 13:05:25,2017-12-03,13
58d29b7e20a6fd9ece06ae3981c5e1e4,1,boleto,1,234.46,2017-12-03 13:47:26,2017-12-03,13
6221ed781ae09ecc0882f02db01e49f9,1,credit_card,1,49.41,2017-12-03 13:21:44,2017-12-03,13
a700a71ce6a78eecc8bd76f967f63f2c,1,credit_card,3,227.24,2017-12-03 13:07:59,2017-12-03,13
e72bc47a7e87d43a6adc5f80b90786e9,1,boleto,1,32.15,2017-12-03 13:26:38,2017-12-03,13
3d0fabe57f53334a24d36872a001f23c,1,credit_card,1,112.25,2017-12-03 13:19:25,2017-12-03,13
be255c29d745dad22bed17e8e2731706,1,credit_card,3,270.45,2017-12-03 13:40:51,2017-12-03,13
4e2dd9e20a1cd0b33cb72ff01b8872de,1,boleto,1,121.09,2017-12-03 13:15:07,2017-12-03,13
4aa5e89a54afc5cbb187bc2bccfdfe33,1,credit_card,3,122.4,2017-12-03 13:55:55,2017-12-03,13
bf351cedb18cc34fc1bf14f882156e40,1,credit_card,2,156.41,2017-12-03 13:55:09,2017-12-03,13
