order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
42ccc07cc09ff8b0c392b43f125ae1d7,6,voucher,1,20.0,2018-04-17 07:52:51,2018-04-17,7
b348277bfdf1d3e3248fbc41616f8b2e,1,credit_card,2,112.62,2018-04-17 07:09:39,2018-04-17,7
42ccc07cc09ff8b0c392b43f125ae1d7,7,voucher,1,20.0,2018-04-17 07:52:51,2018-04-17,7
f7fa198627aefca94731f4ec2464271e,1,credit_card,1,46.09,2018-04-17 07:26:42,2018-04-17,7
42ccc07cc09ff8b0c392b43f125ae1d7,5,voucher,1,20.0,2018-04-17 07:52:51,2018-04-17,7
5f9bce13c005ed8b257d26c484455d58,1,credit_card,4,160.55,2018-04-17 07:59:55,2018-04-17,7
42ccc07cc09ff8b0c392b43f125ae1d7,3,voucher,1,6.86,2018-04-17 07:52:51,2018-04-17,7
cc2480ffed97aa0b9a9676f40f9bb1db,1,credit_card,1,112.5,2018-04-17 07:45:28,2018-04-17,7
42ccc07cc09ff8b0c392b43f125ae1d7,1,credit_card,1,40.79,2018-04-17 07:52:51,2018-04-17,7
42ccc07cc09ff8b0c392b43f125ae1d7,4,voucher,1,20.0,2018-04-17 07:52:51,2018-04-17,7
acdcdde1b4bbffb38a57ec5992ab1934,1,credit_card,1,37.13,2018-04-17 07:38:17,2018-04-17,7
42ccc07cc09ff8b0c392b43f125ae1d7,2,voucher,1,3.05,2018-04-17 07:52:51,2018-04-17,7
