order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
0c433b41ac4f5739f4c65e19bbdc8208,1,credit_card,1,245.99,2018-01-09 21:05:46,2018-01-09,21
01015fb6493ea5b9ba105c80b5452da1,1,credit_card,1,19.85,2018-01-09 21:01:41,2018-01-09,21
4cae8f063630ed7e8cac158618f1c83b,1,credit_card,1,25.84,2018-01-09 21:34:31,2018-01-09,21
c7f2160ec04e1391b0c36a9414fbd118,1,credit_card,1,22.79,2018-01-09 21:50:02,2018-01-09,21
acc3d23f43622a2ad8db0ee9d65003cf,1,boleto,1,65.71,2018-01-09 21:08:24,2018-01-09,21
e567001ce77d68566b016e7929c11bfa,1,credit_card,2,135.0,2018-01-09 21:21:07,2018-01-09,21
dca954560c94725cbb8402714b1dc7bd,1,credit_card,4,84.72,2018-01-09 21:59:13,2018-01-09,21
0f1e7bf8658039bb445eae8393801c9c,1,credit_card,1,39.28,2018-01-09 21:25:42,2018-01-09,21
e314e6d789aed6dd06d509d869047a7f,1,credit_card,5,414.99,2018-01-09 21:45:35,2018-01-09,21
ff810096eb7a808fce380a6eccf0b746,1,boleto,1,48.72,2018-01-09 21:44:34,2018-01-09,21
36427c26a33be23e4e8867d9a8245688,1,boleto,1,82.98,2018-01-09 21:48:00,2018-01-09,21
ba1e49527baf8b4ad4b501e9dcaa9f6d,1,credit_card,1,124.52,2018-01-09 21:31:55,2018-01-09,21
