order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
226975521c585d7bb98996f83ccdde59,1,credit_card,1,15.48,2017-06-26 16:15:10,2017-06-26,16
acafc483caca0c28cef0ad651d6bb9fc,1,credit_card,3,553.71,2017-06-26 16:32:20,2017-06-26,16
725d9a21b91d5ee08aaa56ef88058147,1,boleto,1,107.03,2017-06-26 16:37:01,2017-06-26,16
226975521c585d7bb98996f83ccdde59,2,voucher,1,33.61,2017-06-26 16:15:10,2017-06-26,16
a2940f1b67316eac4f302e29554392aa,1,credit_card,6,61.75,2017-06-26 16:47:48,2017-06-26,16
bf88704e42dfbdcebd1a543c31583990,1,credit_card,1,219.06,2017-06-26 16:50:06,2017-06-26,16
4f155f7ed209d3dd23bd51cf0e7a4c03,1,credit_card,4,97.08,2017-06-26 16:05:09,2017-06-26,16
99714bfcb295d1b7526bb0e1e6f2942a,1,credit_card,2,105.83,2017-06-26 16:03:40,2017-06-26,16
2ee09d85df9aae765e175f897b5fb99b,1,credit_card,5,59.1,2017-06-26 16:15:16,2017-06-26,16
be97182751bed153d280411feff5dd3d,1,credit_card,3,187.65,2017-06-26 16:32:23,2017-06-26,16
0e19122f9fa8f2ac31d7ee9742b7d98b,1,credit_card,1,83.5,2017-06-26 16:04:07,2017-06-26,16
