order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
cc779b75630b5b63955c7167fcadee93,2,voucher,1,23.23,2017-08-28 22:37:53,2017-08-28,22
d49ed6b5b1dd31d720b321ff3f3874f3,1,boleto,1,72.14,2017-08-28 22:07:36,2017-08-28,22
4896842ba3beb75beaf555d335e3aa5a,1,boleto,1,61.7,2017-08-28 22:54:57,2017-08-28,22
5c87df1bf58be29c3a7f6d8c8ef5648d,1,credit_card,2,96.88,2017-08-28 22:08:13,2017-08-28,22
96dc07932f59d56e4ad322bd10a226c9,1,credit_card,9,99.83,2017-08-28 22:58:41,2017-08-28,22
273f82958d907705dde15be4062c6888,1,credit_card,4,40.78,2017-08-28 22:47:17,2017-08-28,22
268270567c35e07af0d2f8c8cc978410,1,boleto,1,138.54,2017-08-28 22:13:47,2017-08-28,22
5491f75f7889a6ff2d12c698c19791c5,1,credit_card,2,171.84,2017-08-28 22:52:43,2017-08-28,22
82984749eb983f9f558a003b3fc693f7,1,boleto,1,36.0,2017-08-28 22:40:14,2017-08-28,22
cc779b75630b5b63955c7167fcadee93,1,credit_card,1,41.36,2017-08-28 22:37:53,2017-08-28,22
7053640a1ecbbfb050910ab2ea8b2183,1,credit_card,1,53.79,2017-08-28 22:59:06,2017-08-28,22
bf61fe4ac0f160dc7067f5d0eb8e3bdb,1,credit_card,1,57.42,2017-08-28 22:38:25,2017-08-28,22
130f48aa69611f429f04408bcce4f2ae,1,credit_card,2,225.03,2017-08-28 22:43:59,2017-08-28,22
b8c38cf37cd17fd645f2e84101c8a679,1,credit_card,2,138.03,2017-08-28 22:47:13,2017-08-28,22
