order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
2824dbb32a0701afe0730559fbbd6513,1,credit_card,1,206.06,2017-12-12 09:36:27,2017-12-12,9
ff978de32e717acd3b5abe1fb069d2b6,4,voucher,1,7.68,2017-12-12 09:50:42,2017-12-12,9
94edaa9af5c54b9d05b8f3ae40bef478,1,credit_card,3,241.82,2017-12-12 09:56:07,2017-12-12,9
b7a83c94e41bc7b1f8d3b05dede90936,1,credit_card,1,135.49,2017-12-12 09:36:49,2017-12-12,9
deee3dcdb24a546fe11dbf20968395c8,1,credit_card,10,205.84,2017-12-12 09:34:16,2017-12-12,9
ff978de32e717acd3b5abe1fb069d2b6,2,voucher,1,10.8,2017-12-12 09:50:42,2017-12-12,9
ff978de32e717acd3b5abe1fb069d2b6,3,voucher,1,0.66,2017-12-12 09:50:42,2017-12-12,9
7c0fccdcd5978f52b402a916980f127d,1,boleto,1,30.28,2017-12-12 09:43:40,2017-12-12,9
ff978de32e717acd3b5abe1fb069d2b6,1,voucher,1,30.0,2017-12-12 09:50:42,2017-12-12,9
b16edbe1f7a49100162c5426f85ab8ec,1,credit_card,3,132.03,2017-12-12 09:47:10,2017-12-12,9
61e77ed77c68e38c1aa62a278004d84a,1,credit_card,10,159.21,2017-12-12 09:53:59,2017-12-12,9
3a17f3deb7172a39a9f62e4f88362830,1,credit_card,3,123.29,2017-12-12 09:58:26,2017-12-12,9
3942129663d1d1392c8da657a08422a4,1,credit_card,2,42.09,2017-12-12 09:39:09,2017-12-12,9
