order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
1b68a09aef174135ac2b4a138c3a1eda,2,voucher,1,18.25,2018-06-11 15:55:22,2018-06-11,15
3c48d0b1606cb9fd83fc2f50ecdcdbab,1,credit_card,1,60.42,2018-06-11 15:54:22,2018-06-11,15
32934ee250c2eb4a72f61dd37e4f5a81,1,credit_card,1,78.71,2018-06-11 15:05:05,2018-06-11,15
11052b4dd49ca81b1e7c63d562759b40,1,credit_card,1,73.4,2018-06-11 15:24:25,2018-06-11,15
bca45e92990f2f54a8aed374b160f2e8,1,credit_card,1,37.24,2018-06-11 15:04:13,2018-06-11,15
6a411c43a42ddb752d87534a423d043a,1,credit_card,10,1936.99,2018-06-11 15:31:32,2018-06-11,15
1b68a09aef174135ac2b4a138c3a1eda,1,voucher,1,50.0,2018-06-11 15:55:22,2018-06-11,15
af4b97d45b73e6581a7f25603d503efb,1,credit_card,7,151.61,2018-06-11 15:49:42,2018-06-11,15
d3293a23682de796b404af990fe62f6c,1,credit_card,4,899.27,2018-06-11 15:43:54,2018-06-11,15
46bda15a7762d32270b8141ad9c27c2c,1,credit_card,10,1797.73,2018-06-11 15:38:29,2018-06-11,15
9562a9a598a619a1726397eb5246e623,1,credit_card,2,41.69,2018-06-11 15:41:37,2018-06-11,15
231c5fbb9dd6166904af9bad6728b5aa,1,credit_card,5,257.51,2018-06-11 15:41:26,2018-06-11,15
f8b158fb8ab6cc090f0746a1eabd2e01,1,debit_card,1,168.88,2018-06-11 15:37:25,2018-06-11,15
d4b5cba849d461dc065544ffbdc37463,1,credit_card,1,40.24,2018-06-11 15:53:43,2018-06-11,15
7721205aced0b3db1d1f721f1a3cdd7e,1,credit_card,10,112.46,2018-06-11 15:50:46,2018-06-11,15
8e213471c11bcad28837b1442a6f041a,1,boleto,1,186.42,2018-06-11 15:46:48,2018-06-11,15
72d242bd537df6df087634f6065d7f62,1,credit_card,4,42.36,2018-06-11 15:01:51,2018-06-11,15
e62d530c9b5d79b0b222e5a4542d71be,1,credit_card,1,33.43,2018-06-11 15:24:27,2018-06-11,15
760312f5735ee281f01e56d5ddee05e3,1,credit_card,8,201.14,2018-06-11 15:32:06,2018-06-11,15
