order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
24ea76bb3b4beaf60ca30ddb12a8ccd7,1,credit_card,1,53.1,2018-01-20 12:12:45,2018-01-20,12
193f92153e2d2dc57d0052176ef585c0,1,credit_card,2,104.76,2018-01-20 12:31:43,2018-01-20,12
7050ca67abc28e54c96dda64fc044dc6,1,credit_card,1,218.23,2018-01-20 12:42:14,2018-01-20,12
693ef2b7087823ffc033b0d94ec8af49,1,credit_card,1,75.07,2018-01-20 12:41:46,2018-01-20,12
261e71d2349c713eafa9f3df5972b95d,1,credit_card,10,172.62,2018-01-20 12:15:57,2018-01-20,12
1c03ba88bad43efaf8139c1e966ef211,1,credit_card,2,27.0,2018-01-20 12:06:44,2018-01-20,12
53e47f7fef72225bb63f3618e3301f15,1,credit_card,1,359.64,2018-01-20 12:10:35,2018-01-20,12
b9f99c9c33ee2bec41a8a975e57fb7b0,1,credit_card,5,53.62,2018-01-20 12:36:52,2018-01-20,12
635391aa82227068b492ef6290fa4354,1,credit_card,3,76.66,2018-01-20 12:09:32,2018-01-20,12
e97b95303d6054c4c492d83dcd06ac20,1,boleto,1,56.16,2018-01-20 12:44:23,2018-01-20,12
8c5c95d76d1bd802cde533288848d786,1,credit_card,7,71.04,2018-01-20 12:38:11,2018-01-20,12
9b45de49b277899b23ba41cbb79d3a5e,1,credit_card,1,72.68,2018-01-20 12:17:20,2018-01-20,12
