order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
076a94fba0a6b3a82345423e9f1bd3dc,1,credit_card,1,97.71,2018-02-14 17:28:57,2018-02-14,17
2792c2657bcaae781c8261d93fda4937,1,boleto,1,79.56,2018-02-14 17:49:52,2018-02-14,17
cb07791e2924a69295203fa188d338e2,1,credit_card,1,14.0,2018-02-14 17:07:41,2018-02-14,17
80128feb8f15a7ebaa8371aa0a718604,1,boleto,1,250.4,2018-02-14 17:52:02,2018-02-14,17
98c9230069ea6f83d349fbdcac5928ea,1,boleto,1,35.0,2018-02-14 17:14:42,2018-02-14,17
b09b98cd6505e67b66c88ba47a602531,1,credit_card,7,81.11,2018-02-14 17:56:45,2018-02-14,17
7bac1567c0592387d6b83a189f7d25ef,1,credit_card,2,72.73,2018-02-14 17:25:43,2018-02-14,17
b5c372b6166768fd040afdb4f18a4b4a,1,credit_card,8,115.04,2018-02-14 17:42:43,2018-02-14,17
79164f97a0f684659f0881551ed73a2e,1,boleto,1,177.8,2018-02-14 17:39:50,2018-02-14,17
89739437b72ddcc97ca62d9ce338d0fd,1,credit_card,2,127.05,2018-02-14 17:33:22,2018-02-14,17
f197897366a10204e289606b4838ea3c,1,credit_card,7,96.2,2018-02-14 17:51:38,2018-02-14,17
7999733d1c4a42be3b4e5ee369697591,2,voucher,1,50.0,2018-02-14 17:03:39,2018-02-14,17
3d7a0606016fe5d209e5224ffe77f7cc,1,credit_card,1,46.75,2018-02-14 17:11:41,2018-02-14,17
7999733d1c4a42be3b4e5ee369697591,1,credit_card,2,51.36,2018-02-14 17:03:39,2018-02-14,17
14ce3ea318e6003910fd6a5cfe72750e,1,credit_card,1,86.15,2018-02-14 17:31:13,2018-02-14,17
97190f1266ff922bc8bab1fde79fbec0,1,credit_card,2,221.79,2018-02-14 17:44:50,2018-02-14,17
a3480694574e74545579bf7d974318d0,1,credit_card,1,34.75,2018-02-14 17:54:39,2018-02-14,17
8df81a1dab308a92a053ab9c66cac75e,1,credit_card,8,418.5,2018-02-14 17:51:11,2018-02-14,17
08d70627d548cd883ac394cc5da92d87,2,voucher,1,52.59,2018-02-14 17:35:53,2018-02-14,17
7bb63f3e1c995473fbe6450a65fd8cfe,1,credit_card,1,106.43,2018-02-14 17:16:33,2018-02-14,17
08d70627d548cd883ac394cc5da92d87,1,credit_card,1,2.0,2018-02-14 17:35:53,2018-02-14,17
399fecaa30efa4d1624e7314b2eeaead,1,credit_card,1,33.72,2018-02-14 17:30:38,2018-02-14,17
18bbbbaeb60911be63bdad20b92fa69d,1,credit_card,3,265.9,2018-02-14 17:48:01,2018-02-14,17
a4b19ba687d68b54e5598956990afa98,1,credit_card,8,369.6,2018-02-14 17:48:51,2018-02-14,17
1317ed43db6962c204745945a6e2352d,1,credit_card,1,41.77,2018-02-14 17:02:29,2018-02-14,17
cb07791e2924a69295203fa188d338e2,2,voucher,1,20.0,2018-02-14 17:07:41,2018-02-14,17
ac354a1df0a6139d9bffe004c924c10a,1,credit_card,2,159.21,2018-02-14 17:29:00,2018-02-14,17
60cb4dff7b70f5122c9ecd1fe2058b38,1,credit_card,2,110.19,2018-02-14 17:13:26,2018-02-14,17
