order_id,payment_sequential,payment_type,payment_installments,payment_value,order_purchase_timestamp,date,hour
5c226b11bc0f3438cfdacd76b39e4fee,1,boleto,1,920.34,2017-11-06 11:46:04,2017-11-06,11
b2d7cdefb5c17f098e82a26005b7ff89,1,credit_card,3,30.1,2017-11-06 11:49:46,2017-11-06,11
53d1f26612893ef17dbc27d69a8382e4,1,credit_card,2,146.17,2017-11-06 11:20:48,2017-11-06,11
8d4bf0250a288cb514e50be83d8d6cd1,1,boleto,1,133.76,2017-11-06 11:03:14,2017-11-06,11
a2fb9f237dfb7fb67d835e6507514943,1,boleto,1,230.6,2017-11-06 11:06:56,2017-11-06,11
af2822be6a722a21405c9aba959a9968,1,boleto,1,184.83,2017-11-06 11:35:24,2017-11-06,11
bb00e44342a8d895d7d96bfb88b1dc8a,1,credit_card,5,171.7,2017-11-06 11:49:07,2017-11-06,11
a77e640490c0930838454624780038b5,1,boleto,1,743.27,2017-11-06 11:53:36,2017-11-06,11
fc5d7fc2903cfc7a873e4669688028aa,1,boleto,1,72.83,2017-11-06 11:33:43,2017-11-06,11
e494c29003c61332fdf1340bba650cd3,1,credit_card,8,87.38,2017-11-06 11:29:00,2017-11-06,11
ced9efa04f0d7b0543fa0d8ab9472a6c,1,boleto,1,150.54,2017-11-06 11:36:06,2017-11-06,11
47bc8fdc26cacf1dc85dd74df210ff30,1,credit_card,5,107.02,2017-11-06 11:56:58,2017-11-06,11
